Id,Label,patent_title,link,data,assignee,abstract
,"9,408,373",Artificial honeycomb,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=93&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 9, 2016","KUNIMUNE CO., LTD.
 (Osaka, 
JP)","In order to artificially produce a honeycomb that is equivalent to
     honeycomb that honeybees produce in a natural environment, an artificial
     honeycomb is provided of which at least one pair of facing walls among
     the six walls configuring each honeycomb cell is formed in an inclined
     manner such that the gap between the two expands from the floor end of
     the walls towards the opening, and the floor plates and the walls are
     formed from a polylactic acid resin."
,"9,408,636",Bone connection material,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=92&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 9, 2016",null,"The present invention provides a bone connection material that includes
     an internal layer. The internal layer is formed by braiding a plurality
     of filaments. The internal layer that is formed by braiding filaments is
     resistant to lateral shearing forces and may provide flexibility so as to
     achieve wide applications. Further, the present invention overcomes the
     drawback of the conventionally used metallic materials that are rigid and
     inelastic and also overcomes the problem of polylactic acid material of
     being brittle. Thus, the bone formed according to the present invention
     is close to a natural bone and is more suitable for uses in portions
     where frequent movements are made and scaffolds of stem cells."
,"9,416,255","Compositions comprising polylactic acid, bentonite, and gum arabic",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=91&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 16, 2016","Sole Gear Design Inc.
 (Vancouver, British Columbia, 
CA)","Biodegradable materials and, in particular, compositions comprising
     polylactic acid, bentonite, and gum arabic are provided. Processes,
     methods and uses involving polylactic acid are further provided."
,"9,416,264","Compatibilized polypropylene heterophasic copolymer and polylactic acid
     blends for injection molding applications",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=90&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 16, 2016","FINA TECHNOLOGY, INC.
 (Houston, 
TX)","A method of forming a compatibilized polymeric blend may include
     providing a polyolefin that includes a propylene heterophasic copolymer.
     The polyolefin may have an ethylene content of at least 10 weight percent
     based on a total weight of the polyolefin. The method may include melt
     blending the polyolefin with a polylactic acid and a reactive modifier to
     form the compatiblized polymeric blend. The reactive modifier may be a
     glycidyl methacrylate grafted polypropylene (PP-g-GMA). The reactive
     modified may be produced by contacting a polypropylene, a glycidyl
     methacrylate, a multifunctional acrylate comonomer, and an initiator
     under conditions suitable for the formation of PP-g-GMA having a grafting
     yield in a range from 1 wt. % to 15 wt. %."
,"9,416,487","Super-piezoelectric composite fiber mats for power generation and soft
     actuators",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=89&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 16, 2016","Kent State University
 (Kent, 
OH)","A piezoelectric device includes a fiber mat comprising polymer fibers
     with ferroelectric particles embedded in the polymer fibers. The
     ferroelectric particles are oriented to generate a net polarization in
     the fiber mat. The ferroelectric particles may comprise barium titanate
     particles. The polymer fibers may comprise polylactic acid (PLA) fibers.
     The piezoelectric device may further include substrates sandwiching the
     fiber mat, and the fiber mat may be formed by electrospinning polymer
     fibers containing ferroelectric particles onto one of the substrates. The
     piezoelectric device may be a piezoelectric actuator configured to
     receive an input voltage applied across the fiber mat and to output a
     mechanical displacement in response to the voltage, or the piezoelectric
     device may be configured to output a voltage in response to a mechanical
     force applied to the fiber mat."
,"9,422,386",Flame retardant acrylic/PLA copolymer,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=88&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 23, 2016","International Business Machines Corporation
 (Armonk, 
NY)","A flame retardant acrylic/polylactic acid (PLA) copolymer is synthesized
     which contains a FR-PMMA block that includes either a poly(MMAP) block or
     a poly(MMA-co-MMAP) block, wherein MMA is methyl methacrylate and MMAP is
     a MMA-like monomer that is functionalized with a phosphorus-containing
     moiety. In some embodiments, the flame retardant acrylic/PLA copolymer is
     a diblock copolymer containing a PLA block and a FR-PMMA block. In other
     embodiments, the flame retardant acrylic/PLA copolymer is a
     triblock-graft copolymer containing a PLA block, a PMMA block and a
     FR-PMMA block."
,"9,422,729",Chip-inlaid flooring material using PLA resin,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=87&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 23, 2016","LG HAUSYS, LTD.
 (Seoul, 
KR)","Disclosed herein is a chip inlaid flooring material using a PLA resin.
     The chip inlaid flooring material includes a chip inlaid layer, a
     dimension stabilizing layer, and a base layer, from the top of the
     flooring material, wherein at least one of the chip inlaid layer and the
     base layer includes polylactic acid (PLA) resin as a binder."
,"9,428,607","Polylactic acid-polyalkylene glycol copolymer with fast crystallization
     rate and composition comprising the same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=86&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"August 30, 2016","Hanwha Total Petrochemical Co., Ltd.
 (Chungcheongnam-do, 
KR)","The provided are a polylactic acid-polyalkylene glycol copolymer and a
     composition comprising the same which have excellent crystallization
     rate, wherein the polylactic acid-polyalkylene glycol copolymer is
     prepared by melt-reacting polylactic acid with polyalkylene glycol of
     which one end group is substituted with a functional group and has
     improved eco-friendliness, injection moldability, and excellent heat
     resistance which makes it to be suitably applied to various molded
     articles requiring great heat resistance, such as disposables, kitchen
     utensils and containers, electric-electronic parts and automobile parts."
,"9,439,905",Risperidone-containing implants and methods of use thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=85&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"September 13, 2016","THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA
 (Philadelphia, 
PA)","The present invention provides implants comprising a therapeutic drug and
     a polymer containing polylactic acid (PLA) and optionally polyglycolic
     acid (PGA). The present invention also provides methods of maintaining a
     therapeutic level of a drug in a subject, releasing a therapeutic drug at
     a substantially linear rate, and treating schizophrenia and other
     diseases and disorders, utilizing implants of the present invention."
,"9,440,393",Polylactic acid products and their use,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=84&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"September 13, 2016","LANKHORST PURE COMPOSITES B.V.
 (Sneek, 
NL)","The invention is directed to materials comprising polylactic acid (PLA).
     In accordance with the invention, PLA material is stretched in at least
     the machine direction at a total stretch ratio of 1:4 or more. These
     materials have excellent biodegradability and find use in horticulture,
     in particular for tying up plants or parts thereof."
,"9,441,105","Biodegradable resin composition, and biodegradable film",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=83&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"September 13, 2016","SHOWA DENKO K.K.
 (Tokyo, 
JP)","There are disclosed a biodegradable resin composition including a starch
     (a1), a biodegradable resin (a2) other than a polylactic acid-based
     polymer and a non-crystalline polylactic acid-based polymer (b), a mass
     ratio of the starch (a1) to the biodegradable resin (a2) other than a
     polylactic acid-based polymer (a1/a2) being from 20/80 to 50/50, and a
     mass ratio of a sum of the components other than the polymer (b) to the
     polymer (b) (sum of components other than polymer (b)/polymer (b)) being
     from 95/5 to 50/50, and a biodegradable film using the biodegradable
     resin composition."
,"9,445,552",Weed suppression system and method,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=82&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"September 20, 2016","R & J East, Inc.
 (Jacksonville, 
FL)","A bag constructed of a weed suppression material for packaging a ground
     cover material. When the bag is in a closed configuration, the bag serves
     as a container for shipping, handling, and storage of the ground cover
     material. When the bag is opened and unfolded, and the ground cover
     material within the bag is spread over the opened and unfolded bag, the
     bag serves as a layer of weed suppression material on top of underlying
     soil and beneath the ground cover. The weed suppression material is a
     porous, water permeable, biodegradable film made from mixtures of a
     polybutylene succinate (PBS) resin, a polyhydroxy alkanoate (PHA) resin,
     a polylactic acid (PLA) resin, a polybutylene adipate terephthalate
     (PBAT) resin, a polybutylene adipate succinate (PBAS) resin, or a
     thermoplastic starch (TPS)."
,"9,474,192",Housing for electronic equipment and manufacturing method thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=81&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"October 18, 2016","FUJITSU LIMITED
 (Kawasaki, 
JP)","A method for manufacturing a housing for an electronic equipment
     containing metal housing configured to house an electronic equipment
     therein and a resin film with which the metal housing is coated includes
     the steps of heating a resin film so as to soften the resin film, coating
     a metal housing with the heated resin film, and adhering the coated resin
     film to the metal housing. The preferred housing is one in which an
     adhesive layer, a print layer, or both thereof is disposed between a
     resin layer contained in the resin film and the metal housing, and in
     which the resin film contains at least one thermoplastic resin selected
     from the group consisting of polycarbonate (PC), polyethylene
     terephthalate (PET), polymethyl methacrylate (PMMA), and polylactic acid
     (PLA)."
,"9,475,790",Method for preparing refined lactide from recovered polylactic acid,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=80&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"October 25, 2016","XIAOGAN ESUN MATERIAL CO., LTD.
 (Xiaogan, 
CN)","A method for preparing lactide from recovered polylactic acid, the method
     including the following steps: A. pretreating the recovered polylactic
     acid; B. extruding the treated polylactic acid from a twin screw extruder
     to yield a polylactic acid melt, and introducing the polylactic acid melt
     to a pre-depolymerization kettle; C. carrying out a chain scission
     reaction to break molecular chains in the polylactic acid melt and to
     decrease the number-average molecular weight of the polylactic acid melt
     to below 5000; D. conducting depolymerization reaction to yield a crude
     lactide; and E. purifying the crude lactide and crystallizing the
     purified lactide."
,"9,475,913","Foam sheet using polylactic acid having extended chain and method for
     preparing the same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=79&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"October 25, 2016","LG HAUSYS, LTD.
 (Seoul, 
KR)","Disclosed is a foam sheet using polylactic acid, which provides the
     advantages of energy reduction and greenhouse gas reduction, and does not
     emit toxic substances such as toxic gas or endocrine-disrupting
     chemicals. The foam sheet, according to the present invention, comprises
     at least one resin layer comprising a biodegradable resin composition
     including the polylactic acid having an extended chain, a plasticizer,
     and a foaming agent, and thus provides the advantages of superior
     processing properties, superior water resistance after processing, energy
     reduction and greenhouse gas reduction, and of not emitting toxic
     substances such as toxic gas or endocrine-disrupting chemicals."
,"9,492,962","Biaxially oriented polylactic acid film with reduced noise level and
     improved moisture barrier",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=78&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"November 15, 2016","TORAY PLASTICS (AMERICA), INC.
 (N. Kingstown, 
RI)","Described are metallized biaxially oriented polylactic acid (BOPLA) films
     with a novel formulation that exhibits a softer feel and quieter sound,
     without jeopardizing film making stability. It has been found that when
     these films are metallized, moisture barrier properties are surprisingly
     improved compared to conventional metallized BOPLA films. Specifically,
     the moisture barrier of the films may be 2.0 g/m.sup.2/day or less at
     38.degree. C. and 90% relative humidity. The films can be used, for
     example, in packaging applications. The films have characteristics that
     are beneficial to converting processes, are economical, and maintain
     bio-compostability similar to typical BOPLA films."
,"9,499,658","Polylactic acid resin, preparation method thereof, and packing film
     comprising the same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=77&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"November 22, 2016",null,"The present invention relates to a polylactic acid resin and a packaging
     film comprising the same, wherein the polylactic acid resin is useful as
     a packaging material due to excellent properties including heat
     resistance as well as optimized flexibility. The polylactic acid resin
     comprises: a hard segment including a predetermined polylactic acid
     repeating unit; and a soft segment including a polyurethane polyol
     repeating unit in which certain polyether-based polyol repeating units
     are linearly connected in a medium of a urethane bond. In addition, the
     polylactic acid resin has a glass transition temperature (Tg) of
     25-55.degree. C."
,"9,505,858","Polylactic acid (PLA) with low moisture vapor transmission rates by
     grafting through of hydrophobic polymers directly to PLA backbone",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=76&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"November 29, 2016","International Business Machines Corporation
 (Armonk, 
NY)","Polylactic acid-backbone graft and bottlebrush copolymers with low
     moisture vapor transmission rates are synthesized by polymerizing a
     lactide-functionalized hydrophobic macromonomer using ring-opening
     polymerization (ROP). In some embodiments of the present invention, the
     macromonomer is a lactide-functionalized hydrophobic polymer that may be
     synthesized by, for example, polymerizing a hydrophobic monomer (e.g., a
     fluorinated vinyl monomer such as 2,2,2-trifluroethyl methacrylate)
     capable of undergoing radical polymerization (e.g., styrenic, vinylic,
     acrylic, etc.) using a brominated lactide initiator via atom transfer
     radical polymerization (ATRP). The brominated lactide initiator may be
     3-bromo-3,6-dimethyl-1,4-dioxane-2,5-dione prepared by, for example,
     reacting lactide with N-bromosuccinimide in the presence of benzoyl
     peroxide."
,"9,505,913",Polylactic acid resin composition,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=75&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"November 29, 2016","KAO CORPORATION
 (Tokyo, 
JP)


TOKAI CHEMICAL INDUSTRIES, LTD.
 (Kani-Gun, 
JP)","A polylactic acid resin composition containing a polylactic acid resin,
     glass fibers having an average aspect ratio (average fiber length/average
     fiber diameter) of 5 or more, and a metallic pigment, wherein the glass
     fibers are contained in an amount of from 2 to 35 parts by mass, and the
     metallic pigment is contained in an amount of from 0.1 to 8 parts by
     mass, based on 100 parts by mass of the polylactic acid resin. Since the
     polylactic acid resin composition of the present invention has excellent
     moldability, and is capable of providing a molded article with high
     designability, including a transparent surface layer and an inner layer
     with a lamellar texture in the nashiji patterns, the polylactic acid
     resin composition can be suitably used in various industrial
     applications, such as daily sundries, household electric appliance parts,
     packaging materials for household electric appliance parts, and
     automobile parts."
,"9,510,961",Polymeric stent and methods of manufacturing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=74&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 6, 2016","Suntech Co., Ltd.
 (Seoul, 
KR)","Methods of manufacturing polymeric stents by forming a pattern on a
     polylactic acid tube using a second harmonic generator laser and
     polylactic acid polymeric stents having a pattern formed using a second
     harmonic generator laser."
,"9,512,265","Foam sheet using cross-linked polylactic acid, and preparation method
     thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=73&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 6, 2016","LG HAUSYS, LTD.
 (Seoul, 
KR)","The present invention relates to a foam sheet using cross-linked
     polylactic acid and method of manufacturing the same, and more
     particularly a foam sheet using cross-linked polylactic acid and method
     of manufacturing the same with not only excellent waterproofing and
     workability but also relatively high foaming ratio and a uniform closed
     foam cell structure, by producing cross-linked polylactic acid resin in a
     fixed condition using composites comprising polylactic acid, cross
     linking agents, and/or co-crosslinking agents, and then forming a sheet
     shape in a fixed condition using composites comprising the cross-linked
     polylactic acid and foaming agents, and then foaming at relatively high
     temperature conditions."
,"9,512,299","Carbodiimides having terminal urea and/or urethane groups, methods for
     producing said carbodiimides, and use of said carbodiimides",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=72&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 6, 2016","Rhein Chemie Rheinau GmbH
 (Mannheim, 
DE)","The invention relates to novel carbodiimides having terminal urea and/or
     urethane groups, methods for the preparation thereof and use thereof as
     stabilizers in ester-based polyols, in polyethylene terephthalate (PET),
     in polybutylene terephthalate (PET), in polytrimethylene terephthalate
     (PTT), in copolyesters, in thermoplastic polyester elastomers (TPE E), in
     ethylene vinyl acetate (EVA), in polylactic acid (PLA) and/or in PLA
     derivatives, in polybutylene adipate terephthalates (PBAT), in
     polybutylene succinates (PBS), in polyhydroxyalkanoates (PHA), in blends,
     in triglycerides, in thermoplastic polyurethanes, in polyurethane
     elastomers, in PU adhesives, in PU casting resins, for PU coatings or in
     PU foams."
,"9,512,303",PLA-containing material,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=71&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 6, 2016","Andersen Corporation
 (Bayport, 
MN)","PLA-containing materials, and building components containing such
     materials, include: polylactic acid (PLA); one or more inorganic
     pigments; and one or more stabilizers that includes one or more
     carbodiimide groups."
,"9,517,612",Floor material using PLA resin,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=70&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 13, 2016","LG HAUSYS, LTD.
 (Seoul, 
KR)","Disclosed is a flooring material using an environment-friendly PLA resin.
     According to the present invention, the flooring material using the PLA
     resin comprises: a base layer; a print layer which is formed on top of
     the base layer, and has a print pattern on an upper side thereof; and a
     transparent layer which is formed on top of the print layer, wherein one
     or more of the base layer, the print layer, and the transparent layer
     include polylactic acid (PLA) resin."
,"9,518,149","Highly purified polylactic acid or a derivative thereof, a salt of the
     same, and purification method thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=69&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 13, 2016","SAMYANG BIOPHARMACEUTICALS CORPORATION
 (KR)","Disclosed are a highly purified polylactic acid or a derivative thereof,
     or a salt thereof, and a method for purifying the same. The polylactic
     acid or a derivative thereof, or a salt thereof may be applied to various
     medical and drug carrier systems, or the like."
,"9,518,168",Polylactic acid resin composition and resin molded article thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=68&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 13, 2016","DAI-ICHI KOGYO SEIYAKU CO., LTD.
 (Kyoto-Shi, 
JP)","Provided are a polylactic acid resin composition excellent in
     transparency, heat resistance, and migration resistance, and excellent in
     productivity at the time of the mold forming thereof, and a resin molded
     article thereof. The polylactic acid resin composition includes a
     polylactic acid; a reaction product of at least one selected from the
     group consisting of sorbitol, mannitol, and dehydration condensates
     thereof, an alkylene oxide mainly formed of ethylene oxide, and a fatty
     acid having 8 to 24 carbon atoms; and a fatty acid amide having a
     hydroxyl group."
,"9,518,169",Polylactic acid resin composition and resin molded article thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=67&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 13, 2016","DAI-ICHI KOGYO SEIYAKU CO., LTD.
 (Kyoto-Shi, 
JP)","Provided are a polylactic acid resin composition excellent in impact
     resistance, migration resistance, and heat resistance, and excellent in
     productivity at the time of the mold forming thereof, and a resin molded
     article thereof. The polylactic acid resin composition includes a
     polylactic acid; a reaction product of at least one of a polyol and a
     polyol dehydration condensate, an alkylene oxide mainly formed of
     ethylene oxide, and a fatty acid having 12 to 24 carbon atoms; and a
     fatty acid amide."
,"9,521,814",Growth substrate for plants,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=66&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 20, 2016","SYNBRA TECHNOLOGY B.V.
 (Etten-Leur, 
NL)","A growth substrate for plants including polylactic acid, wherein the
     polylactic acid is particulate polylactic acid foam. A method for
     preparing a growth substrate for plants including polylactic acid foam,
     the method including providing particulate expandable polylactic acid and
     exposing the particulate expandable polylactic acid to predetermined
     temperature and pressure conditions to obtain particulate polylactic acid
     foam."
,"9,522,190",Polymeric nanoparticle solution composition and its manufacturing process,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=65&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 20, 2016","SAMYANG BIOPHARMACEUTICALS CORPORATION
 (Seoul, 
KR)","Disclosed are a polymeric drug carrier-containing pharmaceutical
     composition with enhanced stability in its solution state and a method
     for stabilizing the same. More particularly, disclosed are a
     pharmaceutical aqueous solution composition for storage under
     refrigeration containing a polymeric drug carrier comprising an
     amphiphilic block copolymer comprised of a hydrophilic block and a
     hydrophobic block, and a polylactic acid derivative fixed with a di- or
     tri-valent metal ion at its terminal carboxyl group and having
     preservation stability for at least 6 months, preferably at least 12
     months when stored under refrigeration, and a method for stabilizing the
     same."
,"9,527,619",Biodegradable pharmacy container and safety cap,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=64&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 27, 2016","Innovative Bottles, Inc.
 (Carlsbad, 
CA)","A biodegradable pharmacy container and safety cap includes a
     biodegradable material that includes a bioplastic resin and a
     plasticizer; a container that includes the biodegradable material,
     adapted to store medicine; a first locking element on an exterior side of
     the container; a cap that includes the biodegradable material; a
     resilient inner member in the cap that engages with the container so as
     to form a seal; a second locking element in the cap that cooperates with
     the first locking element so that the cap is safely held to the
     container. The bioplastic resin may be polylactic acid (PLA), PHA, PHB,
     or PHBH. The acrylate may be cured with ultraviolet light, and may
     include a silicone."
,"9,527,972",Release film formed from polylactic acid-containing resin,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=63&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"December 27, 2016","3M INNOVATIVE PROPERTIES COMPANY
 (Saint Paul, 
MN)","Polylactic acid-containing resin composition that includes a polylactic
     acid; and a (meth)acryl-silicone copolymer that includes a
     methyl(meth)acrylate; and a reactive silicone, wherein the
     (meth)acryl-silicone copolymer has a weight average molecular weight of
     25,000 or more. Methods for producing a polylactic acid-containing resin
     composition, polylactic acid-containing resin films, polylactic
     acid-containing resin release films, polylactic acid-containing resin
     release films, and methods for producing polylactic acid-containing resin
     films are also disclosed."
