Label;Id;patent_title;link;data;assignee;abstract
D791,949;637;Intervertebral implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,713,538;638;Spinal fusion implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,724,207;639;In-situ formed intervertebral fusion device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,730,803;640;Method of in-situ formation of an intervertebral fusion device;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,737,413;641;Spinal fusion implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,744,053;642;Systems and methods for spinal fusion;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,744,123;643;Biphasic implant device providing gradient;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,757,246;644;Methods and apparatus for performing spine surgery;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
D797,934;645;Spinal fusion implant;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,771,410;646;Foam-formed collagen strand;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,788,963;647;In-situ formed intervertebral fusion device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,801,725;648;Aspirating implants and method of bony regeneration;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,801,729;649;In-situ formed intervertebral fusion device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,808,351;650;In-situ formed intervertebral fusion device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,814,589;651;In-situ formed intervertebral fusion device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
9,814,590;652;In-situ formed intervertebral fusion device and method;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5133755.UREF.&OS=ref/5133755&RS=REF/5133755;2017;;
5,521,278;653;Integrated process for the manufacture of lactide;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;1996;;
5,959,144;654;Process for the recovery of lactic acid;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;1999;;
6,509,179;655;Continuous process for preparing lactic acid;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2003;;
6,984,293;656;Azeotropic distillation of cyclic esters of hydroxy organic acids;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2006;;
7,723,461;657;Polymeric materials from renewable resources;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2010;;
8,431,683;658;Chemical recycling of PLA by hydrolysis;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2013;;
8,614,338;659;Method for stereospecifically recycling a PLA polymer mixture;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2013;;
8,895,760;660;"Process for the preparation of L-lactide of high chemical yield and
     optical purity";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2014;;
9,416,222;661;Quality test for polymerizable lactic acid and method for producing same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5136057.UREF.&OS=ref/5136057&RS=REF/5136057;2016;;
5,160,341;662;Resorbable urethral stent and apparatus for its insertion;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=606&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1992;"Advanced Surgical Intervention, Inc.
 (San Clemente, 
CA)";"A resorbable stent, particularly adapted for implantation in the penile
     urethra, comprises a helical coil formed from a filament of a
     biocompatible, biodegradable material that is resiliently deformable. The
     stent is compressible from a first diameter to a smaller second diameter,
     and restores itself substantially to its first diameter by its own
     resiliency when the compressing force is removed. Polymers of polylactic
     acid and polyglycolic acid are preferred materials. A device for inserting
     the stent has a first embodiment that includes a retractable sheath
     surrounding a rotatable rod journaled in a stationary bushing. The stent
     is mounted on the rod and the bushing so that relative rotation of the rod
     and bushing compresses the stent by coiling it more tightly. The sheath is
     inserted into the urethra with the stent compressed inside of it, and the
     retracted. The rod and bushing are then relatively rotated so as to uncoil
     the stent, which is restored to its first diameter. A shearing sleeve is
     actuated to detach the stent from the rod and the bushing. A second
     embodiment includes a plunger on which the stent is detachably mounted.
     The plunger is inserted through the sheath, thereby compressing the stent.
     When the stent is discharged through the distal end of the sheath into the
     urethra, the stent resiliently restores itself to its first diameter."
5,223,546;663;High polymer network;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=605&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1993;"Mitsui Toatsu Chemicals, Inc.
 (Tokyo, 
JP)";"A degradable polymer network obtained by adding from 0.2 to 10 parts by
     weight of a foaming agent to 100 parts by weight of a polylactic acid-base
     resin composition comprising from 80 to 100% by weight of polylactic acid
     or a lactic acid-hydroxycarboxylic acid copolymer and from 0 to 20% by
     weight of a plasticizer, conducting melt-foaming extrusion of resulting
     mixture, and opening the foam cells in the extrudate. The high polymer
     network is characterized in suitable flexibility and hydrolyzability and
     thus useful as a material for absorbing oils and body fluids, screens for
     sunlight, heat-insulating materials, filter media and packaging materials;
     and does not accumulate as industrial wastes because of hydrolyzability in
     the natural environment, even though abandoned after use."
5,405,887;664;Porous film;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=29&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;1995;;
5,407,966;665;Recyclable thermoplastic foam with a high glass transition temperature II;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;1995;;
5,447,962;666;Degradable foam and use of same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;1995;;
5,736,588;667;Process for preparing rigid polyurethane foams;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;1998;;
5,952,088;668;Multicomponent fiber;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;1999;;
6,051,619;669;Investment casting composition and method for making the same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2000;;
6,135,987;670;Synthetic fiber;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2000;;
6,194,483;671;"Disposable articles having biodegradable nonwovens with improved fluid
     management properties";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,195,975;672;Fluid-jet false-twisting method and product;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,197,860;673;Biodegradable nonwovens with improved fluid management properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,201,068;674;"Biodegradable polylactide nonwovens with improved fluid management
     properties";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,245,831;675;"Disposable articles having biodegradable nonwovens with improved fluid
     management properties";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,261,677;676;Synthetic fiber;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,268,434;677;"Biodegradable polylactide nonwovens with improved fluid management
     properties";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,306,782;678;"Disposable absorbent product having biodisintegratable nonwovens with
     improved fluid management properties";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,309,988;679;Biodisintegratable nonwovens with improved fluid management properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2001;;
6,475,418;680;Methods for making a thermoplastic composition and fibers including same;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2002;;
6,544,455;681;Methods for making a biodegradable thermoplastic composition;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2003;;
6,747,121;682;"Poly(L-lactide-co-glycolide) copolymers, methods for making and using same,
     and devices containing same";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2004;;
8,378,041;683;Method of preparing a star polymer macromonomer;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2013;;
8,895,673;684;Macromonomers for preparation of degradable polymers and model networks;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2014;;
9,200,097;685;Macromonomers for preparation of degradable polymers and model networks;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5223546.UREF.&OS=ref/5223546&RS=REF/5223546;2015;;
5,238,968;686;Process for preparing a degradable high polymer network;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=604&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22;1993;"Mitsui Toatsu Chemicals, Inc.
 (Tokyo, 
JP)";"A degradable polymer network obtained by adding from 0.2 to 10 parts by
     weight of a foaming agent to 100 parts by weight of a polylactic acid-base
     resin composition comprising from 80 to 100% by weight of polylactic acid
     or a lactic acid-hydroxycarboxylic acid copolymer and from 0 to 20% by
     weight of a plasticizer, conducting melt-foaming extrusion of resulting
     mixture, and opening the foam cells in the extrudate. The high polymer
     network is characterized in suitable flexibility and hydrolyzability and
     thus useful as a material for absorbing of oils and body fluids, screens
     for sunlight, heat-insulating materials, filter media and packaging
     materials; and does not accumulate as industrial wastes because of
     hydrolyzability in the natural environment, even though abandoned after
     use."
5,357,034;687;Lactide polymerization;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=46&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;1994;;
5,594,095;688;"Viscosity-modified lactide polymer composition and process for
     manufacture thereof";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=43&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;1997;;
5,798,435;689;"Viscosity-modified lactide polymer composition and process for
     manufacture thereof";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=42&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;1998;;
5,998,552;690;"Viscosity-modified lactide polymer composition and process for
     manufacture thereof";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=41&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;1999;;
6,229,046;691;Lactic acid processing methods arrangements and products;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=39&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2001;;
6,291,597;692;"Viscosity-modified lactide polymer composition and process for manufacture
     thereof";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=37&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2001;;
6,320,077;693;"Lactic acid processing; methods; arrangements; and, product";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=36&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2001;;
6,475,759;694;Low PH lactic acid fermentation;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=35&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2002;;
6,534,679;695;"Lactic acid processing; methods; arrangements; and, products";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=34&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2003;;
7,144,977;696;"Lactic acid processing; methods; arrangements; and, products";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=33&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2006;;
7,300,787;697;"Lactobacillus strains and use thereof in fermentation for L-lactic acid
     production";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=32&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2007;;
7,326,659;698;Biodegradable netting;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=31&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2008;;
7,771,493;699;Process for crystallising amorphous plastic granulates;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=29&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2010;;
7,914,881;700;PLA film with good sliding and antistatic properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2011;;
7,980,024;701;Photobioreactor systems positioned on bodies of water;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2011;;
8,101,271;702;PLA film comprising good antistatic properties;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2012;;
8,110,395;703;"Photobioreactor systems and methods for treating CO.sub.2-enriched gas and
     producing biomass";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2012;;
8,231,978;704;Simultaneously drawn opaque film made of PLA;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2012;;
8,507,253;705;"Photobioreactor cell culture systems, methods for preconditioning
     photosynthetic organisms, and cultures of photosynthetic organisms
     produced thereby";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2013;;
8,507,264;706;"Photobioreactor systems and methods for treating CO.sub.2-enriched gas and
     producing biomass";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2013;;
8,552,209;707;Recovery of lactic acid values from a meso-lactide stream;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2013;;
8,604,101;708;Process for producing aqueous dispersions of thermoplastic polyesters;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2013;;
8,674,056;709;Methods for producing lactide with recycle of meso-lactide;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2014;;
8,790,786;710;Simultaneously drawn opaque film made of PLA;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2014;;
8,859,262;711;Photobioreactor systems positioned on bodies of water;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2014;;
8,877,488;712;"Photobioreactor systems and methods for treating CO2-enriched gas and
     producing biomass";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2014;;
9,035,076;713;Recovery of lactic acid values from a meso-lactide stream;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2015;;
9,234,075;714;"Polylactic acid preparation method, polylactic acid resin prepared using
     the method, resin composition comprising the polylactic acid resin, and
     catalyst system for preparing polylactic acid";http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2016;;
9,309,018;715;Packaging for UV sterilization;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2016;;
9,334,518;716;Array for processing materials;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5247058.UREF.&OS=ref/5247058&RS=REF/5247058;2016;;
